sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Male,27,Non-White,0,2,0,0,0,0.0,1.0,3,0,1,Low,3,1.0,0.0
Male,22,Non-White,0,7,0,0,4,-1.0,1.0,3,0,1,Low,7,107.0,0.0
Male,27,Non-White,0,5,0,0,6,841.0,127.0,3,0,1,Low,5,119.0,0.0
Male,27,Non-White,0,4,0,0,4,0.0,0.0,3,1,2,Low,2,1.0,1.0
Male,25,White,0,6,0,0,2,0.0,0.0,3,1,2,Low,7,1.0,0.0
Male,48,White,0,6,0,0,18,48.0,77.0,3,1,3,Low,1,134.0,263.0
Male,19,White,0,10,1,3,1,-1.0,1.0,3,1,2,Low,10,8.0,0.0
Male,53,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,1,11.0,0.0
Male,52,White,1,7,0,0,18,-366.0,336.0,3,0,1,Low,4,345.0,0.0
Male,39,Non-White,0,3,0,0,0,-3.0,3.0,2,0,1,Low,4,1.0,0.0
Male,37,Non-White,0,4,0,0,2,-1.0,1.0,3,1,2,High,3,51.0,1.0
Male,27,Non-White,1,8,0,0,6,0.0,0.0,3,1,2,Low,5,1.0,0.0
Female,29,White,0,4,0,0,1,-45.0,45.0,3,1,3,Low,2,6.0,1.0
Female,21,Non-White,0,10,0,0,2,-10.0,10.0,3,1,2,Low,8,1.0,59.0
Female,24,Non-White,0,9,0,0,7,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Male,33,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,24,White,0,4,0,4,1,-24.0,24.0,2,0,1,Low,4,1.0,0.0
Male,46,White,0,1,0,0,1,-4.0,4.0,3,0,1,Low,1,1.0,0.0
Male,32,Non-White,0,7,0,0,7,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,24,Non-White,0,3,0,0,2,-25.0,25.0,3,0,1,Low,4,9.0,0.0
Female,38,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,30,Non-White,0,10,2,2,13,0.0,0.0,3,1,3,Low,9,2.0,4.0
Female,50,White,0,3,0,0,0,0.0,1.0,2,0,1,Low,5,1.0,0.0
Female,22,Non-White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,26,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,26,Non-White,0,9,2,2,27,-1.0,1.0,2,1,3,Low,10,10.0,82.0
Male,57,White,0,1,0,0,2,-28.0,28.0,3,0,1,Low,1,9.0,0.0
Male,32,White,0,3,0,0,0,-2.0,2.0,3,0,1,Low,2,2.0,0.0
Male,43,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,22,Non-White,0,6,0,0,0,0.0,0.0,2,0,1,Low,6,1.0,0.0
Female,28,Non-White,0,9,0,0,9,-12.0,12.0,2,1,3,High,9,12.0,320.0
Male,32,Non-White,0,10,0,0,5,-1.0,1.0,3,0,1,Low,6,3.0,0.0
Male,51,White,0,4,0,0,3,-1.0,1.0,3,0,1,Low,3,6.0,0.0
Male,31,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,30,Non-White,0,3,0,0,7,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,41,Non-White,0,1,0,0,3,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,63,White,0,1,0,0,3,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,24,White,0,7,0,0,1,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,48,Non-White,0,2,0,0,3,-1.0,1.0,3,1,2,Low,1,1.0,0.0
Male,26,White,0,3,0,0,0,-1.0,1.0,2,1,2,Low,3,1.0,0.0
Male,31,Non-White,0,2,0,0,6,0.0,0.0,3,1,2,Low,2,1.0,0.0
Male,27,Non-White,1,10,2,1,6,-1.0,1.0,2,0,1,Low,10,1.0,0.0
Male,25,Non-White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Male,36,Non-White,1,8,0,0,7,-1.0,1.0,3,0,1,Low,4,2.0,0.0
Male,56,White,0,3,0,0,3,0.0,0.0,2,0,1,Low,2,1.0,0.0
Female,29,Non-White,0,4,0,0,1,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Female,30,White,0,3,0,0,3,-1.0,1.0,3,1,3,Low,1,1.0,3.0
Male,21,White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,6,42.0,0.0
Male,21,Non-White,0,8,0,0,0,-1.0,1.0,3,0,1,Low,9,2.0,0.0
Male,22,White,0,4,0,0,1,-2.0,2.0,3,1,3,Low,5,1.0,1.0
Female,28,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,35,Non-White,0,1,0,0,2,0.0,1.0,3,0,1,Low,1,-1.0,0.0
Male,23,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,48,Non-White,0,8,0,0,4,0.0,4200.0,3,0,1,Low,4,1.0,0.0
Male,49,Non-White,0,4,0,0,14,-1.0,0.0,2,0,1,Low,1,1.0,0.0
Male,22,White,0,8,1,2,4,-1.0,1.0,2,1,2,Low,5,2.0,0.0
Male,27,Non-White,0,10,0,0,5,-1.0,1.0,3,0,1,Low,6,336.0,0.0
Male,37,Non-White,0,9,0,0,2,0.0,0.0,3,0,1,Low,7,169.0,0.0
Male,33,Non-White,0,1,0,0,0,-1.0,2.0,3,0,1,Low,1,1.0,0.0
Male,44,White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,5.0,0.0
Male,22,Non-White,0,5,0,0,2,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Female,44,Non-White,0,2,0,0,1,-14.0,14.0,3,0,1,Low,1,13.0,0.0
Male,23,Non-White,0,7,0,1,5,-1.0,1.0,3,1,2,High,4,1.0,0.0
Male,69,Non-White,0,1,0,0,1,-2.0,2.0,3,0,1,Low,1,1.0,0.0
Male,22,Non-White,0,7,0,1,0,-1.0,1.0,2,1,2,Low,6,1.0,0.0
Male,24,Non-White,0,4,0,0,0,0.0,1.0,3,0,1,Low,3,1.0,0.0
Male,44,Non-White,0,7,0,0,2,-1.0,1.0,2,0,1,Low,4,5.0,0.0
Male,64,White,0,2,0,0,5,-1.0,1.0,3,0,1,Low,1,4.0,0.0
Male,26,Non-White,0,4,0,0,4,624.0,72.0,2,0,1,Low,6,14.0,0.0
Female,26,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,29,Non-White,0,6,0,0,2,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,69,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,26,Non-White,0,2,0,1,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,35,Non-White,0,9,0,0,1,-12.0,12.0,3,0,1,Low,5,8.0,0.0
Male,30,White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,23,White,0,9,0,1,3,-1.0,1.0,3,0,1,Low,9,1.0,0.0
Male,25,Non-White,0,6,0,0,2,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Male,23,Non-White,0,6,0,0,1,-1.0,1.0,3,1,3,Low,5,3.0,0.0
Male,42,Non-White,0,2,0,0,1,-2.0,39.0,3,0,1,Low,2,1.0,0.0
Male,31,Non-White,0,10,0,0,9,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,23,White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Female,28,Non-White,0,3,0,0,0,-1.0,1.0,3,1,2,High,3,2.0,1.0
Male,20,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,6,11.0,0.0
Male,41,White,0,9,0,0,3,0.0,1.0,3,0,1,Low,6,168.0,0.0
Female,24,White,0,7,2,0,7,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Female,36,Non-White,0,7,1,0,6,-21.0,21.0,3,1,2,Low,2,1.0,5.0
Male,37,Non-White,0,2,0,0,6,-1.0,1.0,3,1,2,Low,1,1.0,1.0
Female,21,Non-White,0,9,0,0,1,-1.0,1.0,3,0,1,Low,9,4.0,0.0
Male,27,Non-White,0,5,0,0,8,-1.0,1.0,3,1,3,High,6,25.0,91.0
Male,30,White,0,2,0,1,2,-1.0,0.0,2,0,1,Low,4,1.0,0.0
Male,26,Non-White,0,4,0,0,2,-1.0,1.0,3,1,2,Low,3,1.0,1.0
Male,42,White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,6.0,0.0
Male,23,Non-White,0,10,0,0,8,-1.0,1.0,3,1,2,Low,6,2.0,1.0
Male,43,White,0,1,0,0,1,-131.0,131.0,3,0,1,Low,1,1.0,0.0
Male,22,Non-White,0,6,0,0,3,-1.0,1.0,3,0,1,Low,6,155.0,0.0
Female,55,White,0,1,0,0,0,-3.0,3.0,2,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,8,0,0,0,-1.0,1.0,3,0,1,Low,3,17.0,0.0
Male,44,Non-White,0,7,0,1,16,-1.0,1.0,3,0,1,Low,8,1.0,0.0
Male,38,White,0,3,0,0,0,53.0,6.0,3,1,2,Low,3,1.0,1.0
Male,33,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,11.0,0.0
Male,24,White,0,6,0,0,1,-1.0,1.0,3,1,3,Low,4,3.0,0.0
Male,23,Non-White,0,4,0,0,0,0.0,0.0,2,0,1,Low,6,1.0,0.0
Female,64,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,4.0,0.0
Male,48,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,36,White,0,2,0,0,1,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,32,Non-White,0,5,1,2,11,805.0,180.0,3,1,2,Low,4,1.0,0.0
Male,59,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,39,Non-White,0,5,0,0,0,0.0,1.0,3,1,3,Low,2,57.0,0.0
Male,30,White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Female,22,Non-White,0,4,0,0,1,-3.0,4.0,2,0,1,Low,4,-1.0,0.0
Male,20,Non-White,0,6,0,0,2,0.0,0.0,3,1,2,Low,7,58.0,0.0
Male,21,Non-White,0,4,0,0,0,-1.0,1.0,3,1,3,Low,7,4.0,1.0
Male,24,White,0,4,0,0,0,0.0,0.0,3,0,1,Low,5,1.0,0.0
Male,49,Non-White,0,1,0,0,2,-40.0,40.0,2,1,2,Low,1,40.0,0.0
Male,55,Non-White,0,8,0,0,10,0.0,0.0,3,0,1,Low,3,1.0,0.0
Male,50,White,0,1,0,0,2,-32.0,32.0,3,0,1,Low,1,1.0,0.0
Male,30,Non-White,0,7,0,0,3,-1.0,1.0,2,0,1,Low,7,206.0,0.0
Male,51,Non-White,0,8,0,0,12,21.0,154.0,3,1,2,Low,8,151.0,0.0
Male,21,Non-White,0,9,2,0,2,111.0,173.0,2,1,2,High,8,47.0,48.0
Male,21,Non-White,1,10,0,2,1,-1.0,1.0,3,1,3,Low,10,1.0,0.0
Male,24,Non-White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,4,4.0,0.0
Male,31,Non-White,0,10,0,0,1,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,22,Non-White,0,3,0,0,2,-1.0,1.0,3,0,1,Low,5,4.0,0.0
Male,23,Non-White,0,7,0,0,2,-1.0,1.0,2,1,2,Low,7,3.0,0.0
Male,23,Non-White,0,7,0,0,0,-1.0,1.0,2,0,1,Low,8,1.0,0.0
Male,32,Non-White,0,4,0,0,4,-1.0,1.0,3,1,2,Low,2,1.0,0.0
Male,28,Non-White,0,6,0,0,11,-1.0,1.0,3,1,3,High,5,2.0,0.0
Male,50,White,1,10,0,0,16,-68.0,68.0,3,1,2,Low,7,67.0,0.0
Male,24,Non-White,0,2,0,1,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Female,19,Non-White,0,4,0,0,1,-1.0,1.0,3,1,2,Low,5,2.0,0.0
Male,31,Non-White,0,1,0,0,1,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,4,0,0,3,0.0,1.0,3,1,3,High,3,1.0,1.0
Male,41,Non-White,0,6,0,0,6,-1.0,1.0,3,1,2,Low,2,39.0,0.0
Male,28,Non-White,0,3,0,0,4,-1.0,1.0,2,1,2,High,4,34.0,0.0
Male,21,Non-White,0,6,0,0,0,-1.0,1.0,3,0,1,Low,7,2.0,0.0
Male,29,White,0,4,0,0,6,-1.0,1.0,3,1,2,Low,2,1.0,44.0
Male,49,White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,59,Non-White,0,7,0,0,39,-336.0,336.0,3,0,1,Low,1,336.0,0.0
Male,36,White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,2,22.0,0.0
Male,28,White,0,10,0,0,7,331.0,626.0,2,0,1,Low,10,323.0,0.0
Male,26,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,36,Non-White,0,4,0,0,4,-1.0,1.0,3,0,1,Low,3,260.0,0.0
Male,42,White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,-1.0,0.0
Female,43,Non-White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,38,Non-White,0,2,0,0,4,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,30,Non-White,0,1,0,0,2,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,22,Non-White,0,6,0,1,3,-1.0,1.0,3,1,2,Low,7,16.0,33.0
Male,46,White,0,2,0,0,0,-1.0,1.0,2,1,2,Low,2,37.0,0.0
Male,54,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,38,Non-White,0,3,0,0,0,-1.0,1.0,3,1,2,Low,3,1.0,0.0
Male,36,Non-White,0,6,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,31,Non-White,0,8,0,0,11,0.0,0.0,3,0,1,Low,9,24.0,0.0
Female,27,Non-White,0,7,1,0,10,-58.0,118.0,2,1,2,Low,5,18.0,0.0
Male,22,White,0,9,0,0,6,-1.0,1.0,3,1,2,Low,7,1.0,1.0
Male,29,Non-White,0,10,0,0,11,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Male,23,Non-White,0,4,0,0,6,40.0,245.0,3,1,2,Low,5,5.0,4.0
Male,39,Non-White,0,2,0,0,2,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,47,White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,1,2.0,0.0
Male,26,Non-White,0,10,0,0,7,-1.0,1.0,3,1,2,Low,8,1.0,0.0
Female,21,Non-White,0,5,0,0,0,-4.0,4.0,3,1,2,Low,6,4.0,0.0
Male,55,Non-White,0,8,0,0,12,-40.0,40.0,3,0,1,Low,6,28.0,0.0
Male,63,Non-White,0,1,0,0,2,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,27,Non-White,0,2,0,0,2,-1.0,1.0,3,1,2,Low,2,1.0,1.0
Male,55,White,0,5,0,0,27,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,60,White,0,1,0,0,3,-60.0,60.0,3,0,1,Low,1,4.0,0.0
Male,57,White,0,1,0,0,21,-33.0,33.0,2,1,2,Low,1,21.0,0.0
Female,20,Non-White,0,4,0,0,0,0.0,1.0,2,0,1,Low,5,-1.0,0.0
Male,54,Non-White,0,2,0,0,2,-1.0,1.0,2,1,2,High,1,1.0,2.0
Male,26,White,0,5,0,0,0,-1.0,1.0,3,1,2,Low,3,1.0,1.0
Male,37,White,0,2,0,0,1,-9.0,9.0,2,0,1,Low,1,1.0,0.0
Male,25,Non-White,0,5,0,0,4,-170.0,170.0,2,0,1,Low,8,4.0,0.0
Male,34,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,60,Non-White,0,8,0,0,7,-1.0,1.0,3,0,1,Low,4,11.0,0.0
Female,48,Non-White,0,1,0,0,4,-6.0,6.0,3,1,2,Low,1,1.0,0.0
Male,25,Non-White,1,7,1,0,2,-1.0,1.0,3,1,3,Low,6,49.0,33.0
Male,57,Non-White,0,1,0,0,0,-1.0,1.0,3,1,3,High,1,1.0,1.0
Male,46,White,0,5,0,0,2,-55.0,55.0,3,0,1,Low,2,-1.0,0.0
Male,21,Non-White,0,3,0,0,0,-1.0,1.0,3,1,2,Low,5,1.0,0.0
Male,32,Non-White,0,9,0,1,8,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Female,25,Non-White,0,9,0,0,5,-1.0,1.0,3,1,2,Low,5,1.0,8.0
Male,30,Non-White,0,7,0,0,14,-1.0,1.0,2,0,1,Low,3,252.0,0.0
Female,20,White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,7,2.0,0.0
Male,35,Non-White,0,8,0,0,4,96.0,543.0,3,1,3,High,7,108.0,109.0
Female,33,Non-White,0,3,0,0,2,-1.0,1.0,3,1,2,Low,2,2.0,0.0
Male,18,Non-White,4,9,0,0,3,-414.0,372.0,3,0,1,Low,10,297.0,0.0
Male,26,Non-White,0,5,0,0,2,-1.0,1.0,3,1,2,High,6,21.0,83.0
Male,49,White,0,5,0,0,10,302.0,1.0,3,1,3,Low,4,42.0,0.0
Male,53,White,0,1,0,0,3,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,4,0,0,2,-1.0,1.0,2,0,1,Low,2,3.0,0.0
Male,39,White,0,9,0,0,3,-230.0,230.0,3,0,1,Low,2,138.0,0.0
Male,28,White,0,4,0,0,6,0.0,0.0,2,1,2,Low,3,1.0,1.0
Male,53,Non-White,0,5,0,0,20,-3.0,3.0,3,0,1,Low,5,3.0,0.0
Male,57,Non-White,0,1,0,0,1,-15.0,15.0,2,0,1,Low,1,1.0,0.0
Male,44,White,0,2,0,0,5,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,29,Non-White,0,10,1,0,3,-119.0,119.0,3,1,3,High,5,119.0,59.0
Male,27,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,43.0,0.0
Male,22,Non-White,0,10,0,0,2,-1.0,1.0,3,0,1,Low,7,224.0,0.0
Male,39,White,0,2,0,0,4,-29.0,29.0,2,0,1,Low,1,1.0,0.0
Male,48,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,2,0,0,0,0.0,0.0,2,1,3,High,2,3.0,2.0
Male,25,White,0,4,0,0,1,0.0,0.0,2,1,2,High,4,3.0,1.0
Male,67,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,5,0,1,2,0.0,0.0,2,1,3,Low,3,1.0,1.0
Female,53,Non-White,0,2,0,0,3,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,23,White,0,5,0,0,1,-40.0,41.0,3,0,1,Low,5,40.0,0.0
Male,49,Non-White,0,1,0,0,0,-4.0,4.0,3,0,1,Low,1,1.0,0.0
Female,56,White,0,5,0,0,8,-35.0,35.0,3,0,1,Low,1,1.0,0.0
Female,44,White,0,1,0,0,0,-1.0,1.0,2,1,2,Low,1,1.0,1.0
Male,28,Non-White,0,3,0,0,3,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Female,55,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,26,Non-White,1,8,0,0,10,-1.0,1.0,3,1,2,Low,8,2.0,0.0
Male,51,White,0,1,0,0,2,-64.0,64.0,3,1,2,Low,1,63.0,123.0
Male,46,Non-White,0,1,0,0,0,-1.0,1.0,2,1,2,Low,1,1.0,1.0
Male,30,White,0,3,0,0,1,-1.0,1.0,3,1,3,Low,2,1.0,0.0
Female,48,Non-White,0,6,0,0,0,-1.0,1.0,3,1,2,High,1,9.0,0.0
Male,45,White,0,6,0,0,6,0.0,0.0,3,0,1,Low,1,563.0,0.0
Male,24,Non-White,0,2,0,0,1,0.0,0.0,2,0,1,Low,3,1.0,0.0
Male,77,Non-White,0,1,0,0,1,-1.0,3608.0,2,1,3,High,1,2.0,1.0
Male,21,Non-White,0,10,2,2,2,-1.0,1.0,3,1,3,Low,7,1.0,1.0
Male,46,White,0,6,0,0,11,-122.0,118.0,3,1,3,Low,2,58.0,61.0
Male,54,Non-White,0,3,0,0,4,-1.0,1.0,3,1,3,Low,1,3.0,522.0
Male,54,White,0,2,0,0,3,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,26,Non-White,0,9,0,0,15,-1.0,1.0,3,0,1,Low,6,42.0,0.0
Male,23,Non-White,0,9,1,1,8,0.0,0.0,3,1,3,Low,6,255.0,0.0
Male,27,Non-White,0,2,0,0,1,-86.0,3.0,3,0,1,Low,2,2.0,0.0
Male,21,White,0,9,0,0,2,-75.0,75.0,3,0,1,Low,8,9.0,0.0
Female,38,White,0,3,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,39,White,0,2,0,0,2,0.0,0.0,3,0,1,Low,2,18.0,0.0
Male,35,Non-White,0,7,0,0,13,-1.0,1.0,3,0,1,Low,3,4.0,0.0
Male,20,Non-White,0,10,0,1,1,-1.0,0.0,3,0,1,Low,7,410.0,0.0
Male,29,Non-White,0,1,0,0,1,-1.0,1.0,2,1,2,Low,2,1.0,0.0
Male,30,Non-White,1,4,0,0,9,-1.0,1.0,2,1,2,Low,4,1.0,0.0
Male,29,Non-White,0,7,0,0,2,-5.0,5.0,3,0,1,Low,6,1.0,0.0
Male,41,Non-White,0,3,0,0,6,-1.0,1.0,3,1,2,Low,4,6.0,5.0
Male,32,Non-White,0,10,0,0,1,-1.0,1.0,2,0,1,Low,8,115.0,0.0
Male,48,Non-White,0,6,0,0,12,-24.0,333.0,2,0,1,Low,3,-1.0,0.0
Male,39,White,0,6,0,0,2,-120.0,120.0,3,0,1,Low,3,64.0,0.0
Male,52,Non-White,0,6,0,0,0,-1.0,1.0,2,1,2,High,4,4.0,118.0
Male,30,White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,2,4.0,0.0
Male,31,Non-White,0,1,1,0,3,0.0,1.0,3,1,3,Low,2,-1.0,1.0
Male,30,White,0,3,0,0,2,-1.0,1.0,3,0,1,Low,2,5.0,0.0
Male,22,White,0,5,0,3,1,-1.0,1.0,3,1,3,Low,5,1.0,1.0
Male,44,Non-White,0,5,0,0,3,-13.0,13.0,2,0,1,Low,4,10.0,0.0
Male,56,Non-White,0,3,0,0,4,-50.0,50.0,2,1,3,High,1,1.0,36.0
Female,46,White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,-1.0,0.0
Female,52,White,0,7,0,0,23,-62.0,62.0,3,1,3,Low,4,62.0,0.0
Male,29,Non-White,0,4,0,0,7,-1.0,1.0,3,1,2,Low,5,1.0,1.0
Female,26,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Female,22,Non-White,0,7,0,0,0,-2.0,2.0,3,0,1,Low,5,1.0,0.0
Male,32,Non-White,0,1,0,0,1,-47.0,47.0,3,0,1,Low,2,1.0,0.0
Male,32,Non-White,0,1,0,0,0,0.0,1.0,2,0,1,Low,2,1.0,0.0
Male,39,Non-White,0,4,0,0,8,-1.0,1.0,3,0,1,Low,2,40.0,0.0
Male,35,Non-White,0,6,0,0,9,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,26,Non-White,0,1,0,0,1,0.0,0.0,2,0,1,Low,2,14.0,0.0
Male,27,Non-White,0,2,0,0,1,0.0,1.0,3,1,2,Low,3,-1.0,16.0
Male,27,Non-White,0,10,0,0,5,-28.0,28.0,3,1,2,High,5,28.0,222.0
Male,42,Non-White,0,9,0,0,24,0.0,0.0,3,0,1,Low,9,18.0,0.0
Female,34,White,0,9,0,0,10,22.0,77.0,3,1,2,High,5,13.0,4.0
Male,29,Non-White,3,7,0,1,5,-1.0,0.0,3,0,1,Low,5,254.0,0.0
Male,53,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,47,Non-White,0,9,0,0,21,-124.0,124.0,3,1,3,Low,4,112.0,0.0
Male,27,Non-White,0,2,0,0,2,104.0,334.0,2,0,1,Low,2,31.0,0.0
Male,27,Non-White,0,6,0,0,6,1026.0,222.0,3,1,2,Low,6,14.0,14.0
Male,24,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Female,32,Non-White,0,1,0,0,0,0.0,1.0,2,1,3,High,1,1.0,0.0
Male,28,Non-White,0,8,0,0,8,407.0,70.0,2,1,2,Low,6,56.0,0.0
Male,25,Non-White,0,9,0,1,5,-1.0,1.0,3,1,2,Low,9,4.0,140.0
Male,22,White,0,5,0,1,2,-1.0,1.0,2,1,2,Low,6,24.0,0.0
Male,43,White,0,2,0,0,4,-55.0,55.0,2,0,1,Low,1,1.0,0.0
Male,52,Non-White,0,9,0,0,7,-1.0,1.0,3,1,2,High,3,117.0,32.0
Male,21,Non-White,0,10,0,0,2,0.0,0.0,3,1,2,High,10,1.0,0.0
Male,28,Non-White,0,9,1,0,11,-1.0,1.0,3,1,2,Low,8,1.0,1.0
Male,21,Non-White,0,9,0,0,1,34.0,153.0,3,1,3,High,9,394.0,395.0
Female,47,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,26,Non-White,0,6,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,50,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,23,White,0,4,1,0,4,-1.0,1.0,2,1,3,Low,4,7.0,11.0
Male,20,White,0,4,0,0,0,0.0,1.0,3,0,1,Low,7,1.0,0.0
Male,31,Non-White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,34,White,0,5,0,0,1,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Male,32,Non-White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Female,50,White,0,3,0,0,0,-3.0,4.0,2,1,2,High,1,1.0,1.0
Male,27,Non-White,0,5,0,0,1,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Female,26,Non-White,0,3,1,0,4,-1.0,1.0,3,0,1,Low,3,2.0,0.0
Male,27,Non-White,1,5,0,0,4,-1.0,1.0,3,1,3,High,3,1.0,1.0
Male,29,White,0,3,0,0,0,0.0,0.0,3,1,2,Low,3,1.0,1.0
Male,21,Non-White,0,5,0,0,2,-1.0,2.0,3,0,1,Low,6,1.0,0.0
Male,30,White,0,10,0,0,11,-214.0,214.0,2,1,2,Low,6,-1.0,0.0
Male,70,Non-White,0,1,0,0,0,-4.0,4.0,3,0,1,Low,1,1.0,0.0
Male,24,White,0,6,0,1,4,0.0,1.0,3,0,1,Low,6,1.0,0.0
Male,47,Non-White,0,7,0,0,4,-1.0,1.0,3,0,1,Low,3,127.0,0.0
Male,57,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,2,176.0,0.0
Male,58,Non-White,0,1,0,0,0,-1.0,2.0,2,0,1,Low,1,1.0,0.0
Male,32,Non-White,0,8,0,0,0,-1.0,1.0,2,0,1,Low,6,12.0,0.0
Male,27,Non-White,2,10,0,0,14,0.0,0.0,3,1,3,Low,10,1.0,58.0
Male,28,Non-White,0,5,0,0,5,0.0,0.0,3,1,2,Low,2,1.0,7.0
Male,24,Non-White,0,10,5,1,15,-1.0,1.0,3,1,3,High,9,2.0,0.0
